cohort,role,concept,variable,label
HRS,core,adl_item,r3walkra,r3walkra:w3 r any diff-walk across room
HRS,core,adl_item,r4bath,r4bath:w4 r diff-bathing or showerng
HRS,core,adl_item,r4batha,"r4batha:w4 r any diff-bathing, shower"
HRS,core,adl_item,r4bed,r4bed:w4 r diff-get in/out of bed
HRS,core,adl_item,r4beda,r4beda:w4 r any diff-get in/out bed
HRS,core,adl_item,r4dress,r4dress:w4 r diff-dressing
HRS,core,adl_item,r4dressa,r4dressa:w4 r any diff-dressing
HRS,core,adl_item,r4eat,r4eat:w4 r diff-eating
HRS,core,adl_item,r4eata,r4eata:w4 r any diff-eating
HRS,core,adl_item,r4toilt,r4toilt:w4 r diff-using the toilet
HRS,core,adl_item,r4toilta,r4toilta:w4 r any diff-using the toilet
HRS,core,adl_item,r4walkr,r4walkr:w4 r diff-walk across room
HRS,core,adl_item,r4walkra,r4walkra:w4 r any diff-walk across room
HRS,core,adl_item,r5bath,r5bath:w5 r diff-bathing or showerng
HRS,core,adl_item,r5batha,"r5batha:w5 r any diff-bathing, shower"
HRS,core,adl_item,r5bed,r5bed:w5 r diff-get in/out of bed
HRS,core,adl_item,r5beda,r5beda:w5 r any diff-get in/out bed
HRS,core,adl_item,r5dress,r5dress:w5 r diff-dressing
HRS,core,adl_item,r5dressa,r5dressa:w5 r any diff-dressing
HRS,core,adl_item,r5eat,r5eat:w5 r diff-eating
HRS,core,adl_item,r5eata,r5eata:w5 r any diff-eating
HRS,core,adl_item,r5toilt,r5toilt:w5 r diff-using the toilet
HRS,core,adl_item,r5toilta,r5toilta:w5 r any diff-using the toilet
HRS,core,adl_item,r5walkr,r5walkr:w5 r diff-walk across room
HRS,core,adl_item,r5walkra,r5walkra:w5 r any diff-walk across room
HRS,core,adl_item,r6bath,r6bath:w6 r diff-bathing or showerng
HRS,core,adl_item,r6batha,"r6batha:w6 r any diff-bathing, shower"
HRS,core,adl_item,r6bed,r6bed:w6 r diff-get in/out of bed
HRS,core,adl_item,r6beda,r6beda:w6 r any diff-get in/out bed
HRS,core,adl_item,r6dress,r6dress:w6 r diff-dressing
HRS,core,adl_item,r6dressa,r6dressa:w6 r any diff-dressing
HRS,core,adl_item,r6eat,r6eat:w6 r diff-eating
HRS,core,adl_item,r6eata,r6eata:w6 r any diff-eating
HRS,core,adl_item,r6toilt,r6toilt:w6 r diff-using the toilet
HRS,core,adl_item,r6toilta,r6toilta:w6 r any diff-using the toilet
HRS,core,adl_item,r6walkr,r6walkr:w6 r diff-walk across room
HRS,core,adl_item,r6walkra,r6walkra:w6 r any diff-walk across room
HRS,core,adl_item,r7bath,r7bath:w7 r diff-bathing or showerng
HRS,core,adl_item,r7batha,"r7batha:w7 r any diff-bathing, shower"
HRS,core,adl_item,r7bed,r7bed:w7 r diff-get in/out of bed
HRS,core,adl_item,r7beda,r7beda:w7 r any diff-get in/out bed
HRS,core,adl_item,r7dress,r7dress:w7 r diff-dressing
HRS,core,adl_item,r7dressa,r7dressa:w7 r any diff-dressing
HRS,core,adl_item,r7eat,r7eat:w7 r diff-eating
HRS,core,adl_item,r7eata,r7eata:w7 r any diff-eating
HRS,core,adl_item,r7toilt,r7toilt:w7 r diff-using the toilet
HRS,core,adl_item,r7toilta,r7toilta:w7 r any diff-using the toilet
HRS,core,adl_item,r7walkr,r7walkr:w7 r diff-walk across room
HRS,core,adl_item,r7walkra,r7walkra:w7 r any diff-walk across room
HRS,core,adl_item,r8bath,r8bath:w8 r diff-bathing or showerng
HRS,core,adl_item,r8batha,"r8batha:w8 r any diff-bathing, shower"
HRS,core,adl_item,r8bed,r8bed:w8 r diff-get in/out of bed
HRS,core,adl_item,r8beda,r8beda:w8 r any diff-get in/out bed
HRS,core,adl_item,r8dress,r8dress:w8 r diff-dressing
HRS,core,adl_item,r8dressa,r8dressa:w8 r any diff-dressing
HRS,core,adl_item,r8eat,r8eat:w8 r diff-eating
HRS,core,adl_item,r8eata,r8eata:w8 r any diff-eating
HRS,core,adl_item,r8toilt,r8toilt:w8 r diff-using the toilet
HRS,core,adl_item,r8toilta,r8toilta:w8 r any diff-using the toilet
HRS,core,adl_item,r8walkr,r8walkr:w8 r diff-walk across room
HRS,core,adl_item,r8walkra,r8walkra:w8 r any diff-walk across room
HRS,core,adl_item,r9bath,r9bath:w9 r diff-bathing or showerng
HRS,core,adl_item,r9batha,"r9batha:w9 r any diff-bathing, shower"
HRS,core,adl_item,r9bed,r9bed:w9 r diff-get in/out of bed
HRS,core,adl_item,r9beda,r9beda:w9 r any diff-get in/out bed
HRS,core,adl_item,r9dress,r9dress:w9 r diff-dressing
HRS,core,adl_item,r9dressa,r9dressa:w9 r any diff-dressing
HRS,core,adl_item,r9eat,r9eat:w9 r diff-eating
HRS,core,adl_item,r9eata,r9eata:w9 r any diff-eating
HRS,core,adl_item,r9toilt,r9toilt:w9 r diff-using the toilet
HRS,core,adl_item,r9toilta,r9toilta:w9 r any diff-using the toilet
HRS,core,adl_item,r9walkr,r9walkr:w9 r diff-walk across room
HRS,core,adl_item,r9walkra,r9walkra:w9 r any diff-walk across room
HRS,core,age,r10agey_b,r10agey_b:w10 r age (years) at ivw begmon
HRS,core,age,r11agey_b,r11agey_b:w11 r age (years) at ivw begmon
HRS,core,age,r12agey_b,r12agey_b:w12 r age (years) at ivw begmon
HRS,core,age,r13agey_b,r13agey_b:w13 r age (years) at ivw begmon
HRS,core,age,r14agey_b,r14agey_b:w14 r age (years) at ivw begmon
HRS,core,age,r15agey_b,r15agey_b:w15 r age (years) at ivw begmon
HRS,core,age,r16agey_b,r16agey_b:w16 r age (years) at ivw begmon
HRS,core,age,r1agey_b,r1agey_b:w1 r age (years) at ivw begmon
HRS,core,age,r2agey_b,r2agey_b:w2 r age (years) at ivw begmon
HRS,core,age,r3agey_b,r3agey_b:w3 r age (years) at ivw begmon
HRS,core,age,r4agey_b,r4agey_b:w4 r age (years) at ivw begmon
HRS,core,age,r5agey_b,r5agey_b:w5 r age (years) at ivw begmon
HRS,core,age,r6agey_b,r6agey_b:w6 r age (years) at ivw begmon
HRS,core,age,r7agey_b,r7agey_b:w7 r age (years) at ivw begmon
HRS,core,age,r8agey_b,r8agey_b:w8 r age (years) at ivw begmon
HRS,core,age,r9agey_b,r9agey_b:w9 r age (years) at ivw begmon
HRS,core,death,r10dadage,r10dadage:w10 father age current/at death
HRS,core,death,r10deptho,r10deptho:w10 r thoughts about death
HRS,core,death,r10momage,r10momage:w10 mother age current/at death
HRS,core,death,r10penic1,r10penic1:w10 pen #1 continue after death
HRS,core,death,r10penic2,r10penic2:w10 pen #2 continue after death
HRS,core,death,r11dadage,r11dadage:w11 father age current/at death
HRS,core,death,r11deptho,r11deptho:w11 r thoughts about death
HRS,core,death,r11momage,r11momage:w11 mother age current/at death
HRS,core,death,r11penic1,r11penic1:w11 pen #1 continue after death
HRS,core,death,r11penic2,r11penic2:w11 pen #2 continue after death
HRS,core,death,r12dadage,r12dadage:w12 father age current/at death
HRS,core,death,r12deptho,r12deptho:w12 r thoughts about death
HRS,core,death,r12momage,r12momage:w12 mother age current/at death
HRS,core,death,r12penic1,r12penic1:w12 pen #1 continue after death
HRS,core,death,r12penic2,r12penic2:w12 pen #2 continue after death
HRS,core,death,r13dadage,r13dadage:w13 father age current/at death
HRS,core,death,r13deptho,r13deptho:w13 r thoughts about death
HRS,core,death,r13momage,r13momage:w13 mother age current/at death
HRS,core,death,r13penic1,r13penic1:w13 pen #1 continue after death
HRS,core,death,r13penic2,r13penic2:w13 pen #2 continue after death
HRS,core,death,r14dadage,r14dadage:w14 father age current/at death
HRS,core,death,r14deptho,r14deptho:w14 r thoughts about death
HRS,core,death,r14momage,r14momage:w14 mother age current/at death
HRS,core,death,r14penic1,r14penic1:w14 pen #1 continue after death
HRS,core,death,r14penic2,r14penic2:w14 pen #2 continue after death
HRS,core,death,r15dadage,r15dadage:w15 father age current/at death
HRS,core,death,r15deptho,r15deptho:w15 r thoughts about death
HRS,core,death,r15momage,r15momage:w15 mother age current/at death
HRS,core,death,r15penic1,r15penic1:w15 pen #1 continue after death
HRS,core,death,r15penic2,r15penic2:w15 pen #2 continue after death
HRS,core,death,r16dadage,r16dadage:w16 father age current/at death
HRS,core,death,r16deptho,r16deptho:w16 r thoughts about death
HRS,core,death,r16momage,r16momage:w16 mother age current/at death
HRS,core,death,r16penic1,r16penic1:w16 pen #1 continue after death
HRS,core,death,r16penic2,r16penic2:w16 pen #2 continue after death
HRS,core,death,r1dadage,r1dadage:w1 father age current/at death
HRS,core,death,r1momage,r1momage:w1 mother age current/at death
HRS,core,death,r2dadage,r2dadage:w2 father age current/at death
HRS,core,death,r2momage,r2momage:w2 mother age current/at death
HRS,core,death,r2penic1,r2penic1:w2 pen #1 continue after death
HRS,core,death,r2penic2,r2penic2:w2 pen #2 continue after death
HRS,core,death,r3dadage,r3dadage:w3 father age current/at death
HRS,core,death,r3deptho,r3deptho:w3 r thoughts about death
HRS,core,death,r3momage,r3momage:w3 mother age current/at death
HRS,core,death,r3penic1,r3penic1:w3 pen #1 continue after death
HRS,core,death,r3penic2,r3penic2:w3 pen #2 continue after death
HRS,core,death,r4dadage,r4dadage:w4 father age current/at death
HRS,core,death,r4deptho,r4deptho:w4 r thoughts about death
HRS,core,death,r4momage,r4momage:w4 mother age current/at death
HRS,core,death,r4penic1,r4penic1:w4 pen #1 continue after death
HRS,core,death,r4penic2,r4penic2:w4 pen #2 continue after death
HRS,core,death,r5dadage,r5dadage:w5 father age current/at death
HRS,core,death,r5deptho,r5deptho:w5 r thoughts about death
HRS,core,death,r5momage,r5momage:w5 mother age current/at death
HRS,core,death,r5penic1,r5penic1:w5 pen #1 continue after death
HRS,core,death,r5penic2,r5penic2:w5 pen #2 continue after death
HRS,core,death,r6dadage,r6dadage:w6 father age current/at death
HRS,core,death,r6deptho,r6deptho:w6 r thoughts about death
HRS,core,death,r6momage,r6momage:w6 mother age current/at death
HRS,core,death,r6penic1,r6penic1:w6 pen #1 continue after death
HRS,core,death,r6penic2,r6penic2:w6 pen #2 continue after death
HRS,core,death,r7dadage,r7dadage:w7 father age current/at death
HRS,core,death,r7deptho,r7deptho:w7 r thoughts about death
HRS,core,death,r7momage,r7momage:w7 mother age current/at death
HRS,core,death,r7penic1,r7penic1:w7 pen #1 continue after death
HRS,core,death,r7penic2,r7penic2:w7 pen #2 continue after death
HRS,core,death,r8dadage,r8dadage:w8 father age current/at death
HRS,core,death,r8deptho,r8deptho:w8 r thoughts about death
HRS,core,death,r8momage,r8momage:w8 mother age current/at death
HRS,core,death,r8penic1,r8penic1:w8 pen #1 continue after death
HRS,core,death,r8penic2,r8penic2:w8 pen #2 continue after death
HRS,core,death,r9dadage,r9dadage:w9 father age current/at death
HRS,core,death,r9deptho,r9deptho:w9 r thoughts about death
HRS,core,death,r9momage,r9momage:w9 mother age current/at death
HRS,core,death,r9penic1,r9penic1:w9 pen #1 continue after death
HRS,core,death,r9penic2,r9penic2:w9 pen #2 continue after death
HRS,core,death,radage_m,radage_m: age at death in months
HRS,core,death,radage_y,radage_y: age at death in years
HRS,core,death,raddate,raddate: r death date
HRS,core,death,radmonth,radmonth: r death month
HRS,core,death,radsrc,radsrc: r death date source
HRS,core,death,radtimtdth,radtimtdth: number of months from last core interview to death date
HRS,core,death,radyear,radyear: r death year
HRS,core,death,rebedrid,rebedrid:exit bedridden around time of death
HRS,core,death,recendiv,"recendiv:exit census division, place of death"
HRS,core,death,recenreg,"recenreg:exit census region, place of death"
HRS,core,death,regovmdd,regovmdd:exit r had medicaid at death
HRS,core,death,rehosp,rehosp:exit overnight hospital stay since prvivw before death
HRS,core,death,rehspnit,rehspnit:exit # hospital nights since prvivw before death
HRS,core,death,rehsptim,rehsptim:exit # hospital stays since prvivw before death
HRS,core,death,renhmday,renhmday:exit days in nh from move/prvivw before death
HRS,core,death,renhmliv,renhmliv:exit lived in nh at time of death
HRS,core,death,repldeath,repldeath:exit place of death
HRS,core,death,reprmem,reprmem:exit rate r memory 1 month prior to death
HRS,core,death,ret2death,ret2death:exit time from start of final illness to death
HRS,core,death,rexpdeath,rexpdeath:exit death expected?
HRS,core,death,s10dadage,s10dadage:w10 father age current/at death
HRS,core,death,s10dage_m,s10dage_m: age at death in months
HRS,core,death,s10dage_y,s10dage_y: age at death in years
HRS,core,death,s10ddate,s10ddate: s death date
HRS,core,death,s10deptho,s10deptho:w10 s thoughts about death
HRS,core,death,s10dmonth,s10dmonth: s death month
HRS,core,death,s10dsrc,s10dsrc: s death date source
HRS,core,death,s10dtimtdth,s10dtimtdth: number of months from last core interview to death date
HRS,core,death,s10dyear,s10dyear: s death year
HRS,core,death,s10momage,s10momage:w10 mother age current/at death
HRS,core,death,s10penic1,s10penic1:w10 pen #1 continue after death
HRS,core,death,s10penic2,s10penic2:w10 pen #2 continue after death
HRS,core,death,s11dadage,s11dadage:w11 father age current/at death
HRS,core,death,s11dage_m,s11dage_m: age at death in months
HRS,core,death,s11dage_y,s11dage_y: age at death in years
HRS,core,death,s11ddate,s11ddate: s death date
HRS,core,death,s11deptho,s11deptho:w11 s thoughts about death
HRS,core,death,s11dmonth,s11dmonth: s death month
HRS,core,death,s11dsrc,s11dsrc: s death date source
HRS,core,death,s11dtimtdth,s11dtimtdth: number of months from last core interview to death date
HRS,core,death,s11dyear,s11dyear: s death year
HRS,core,death,s11momage,s11momage:w11 mother age current/at death
HRS,core,death,s11penic1,s11penic1:w11 pen #1 continue after death
HRS,core,death,s11penic2,s11penic2:w11 pen #2 continue after death
HRS,core,death,s12dadage,s12dadage:w12 father age current/at death
HRS,core,death,s12dage_m,s12dage_m: age at death in months
HRS,core,death,s12dage_y,s12dage_y: age at death in years
HRS,core,death,s12ddate,s12ddate: s death date
HRS,core,death,s12deptho,s12deptho:w12 s thoughts about death
HRS,core,death,s12dmonth,s12dmonth: s death month
HRS,core,death,s12dsrc,s12dsrc: s death date source
HRS,core,death,s12dtimtdth,s12dtimtdth: number of months from last core interview to death date
HRS,core,death,s12dyear,s12dyear: s death year
HRS,core,death,s12momage,s12momage:w12 mother age current/at death
HRS,core,death,s12penic1,s12penic1:w12 pen #1 continue after death
HRS,core,death,s12penic2,s12penic2:w12 pen #2 continue after death
HRS,core,death,s13dadage,s13dadage:w13 father age current/at death
HRS,core,death,s13dage_m,s13dage_m: age at death in months
HRS,core,death,s13dage_y,s13dage_y: age at death in years
HRS,core,death,s13ddate,s13ddate: s death date
HRS,core,death,s13deptho,s13deptho:w13 s thoughts about death
HRS,core,death,s13dmonth,s13dmonth: s death month
HRS,core,death,s13dsrc,s13dsrc: s death date source
HRS,core,death,s13dtimtdth,s13dtimtdth: number of months from last core interview to death date
HRS,core,death,s13dyear,s13dyear: s death year
HRS,core,death,s13momage,s13momage:w13 mother age current/at death
HRS,core,death,s13penic1,s13penic1:w13 pen #1 continue after death
HRS,core,death,s13penic2,s13penic2:w13 pen #2 continue after death
HRS,core,death,s14dadage,s14dadage:w14 father age current/at death
HRS,core,death,s14dage_m,s14dage_m: age at death in months
HRS,core,death,s14dage_y,s14dage_y: age at death in years
HRS,core,death,s14ddate,s14ddate: s death date
HRS,core,death,s14deptho,s14deptho:w14 s thoughts about death
HRS,core,death,s14dmonth,s14dmonth: s death month
HRS,core,death,s14dsrc,s14dsrc: s death date source
HRS,core,death,s14dtimtdth,s14dtimtdth: number of months from last core interview to death date
HRS,core,death,s14dyear,s14dyear: s death year
HRS,core,death,s14momage,s14momage:w14 mother age current/at death
HRS,core,death,s14penic1,s14penic1:w14 pen #1 continue after death
HRS,core,death,s14penic2,s14penic2:w14 pen #2 continue after death
HRS,core,death,s15dadage,s15dadage:w15 father age current/at death
HRS,core,death,s15dage_m,s15dage_m: age at death in months
HRS,core,death,s15dage_y,s15dage_y: age at death in years
HRS,core,death,s15ddate,s15ddate: s death date
HRS,core,death,s15deptho,s15deptho:w15 s thoughts about death
HRS,core,death,s15dmonth,s15dmonth: s death month
HRS,core,death,s15dsrc,s15dsrc: s death date source
HRS,core,death,s15dtimtdth,s15dtimtdth: number of months from last core interview to death date
HRS,core,death,s15dyear,s15dyear: s death year
HRS,core,death,s15momage,s15momage:w15 mother age current/at death
HRS,core,death,s15penic1,s15penic1:w15 pen #1 continue after death
HRS,core,death,s15penic2,s15penic2:w15 pen #2 continue after death
HRS,core,death,s16dadage,s16dadage:w16 father age current/at death
HRS,core,death,s16dage_m,s16dage_m: age at death in months
HRS,core,death,s16dage_y,s16dage_y: age at death in years
HRS,core,death,s16ddate,s16ddate: s death date
HRS,core,death,s16deptho,s16deptho:w16 s thoughts about death
HRS,core,death,s16dmonth,s16dmonth: s death month
HRS,core,death,s16dsrc,s16dsrc: s death date source
HRS,core,death,s16dtimtdth,s16dtimtdth: number of months from last core interview to death date
HRS,core,death,s16dyear,s16dyear: s death year
HRS,core,death,s16momage,s16momage:w16 mother age current/at death
HRS,core,death,s16penic1,s16penic1:w16 pen #1 continue after death
HRS,core,death,s16penic2,s16penic2:w16 pen #2 continue after death
HRS,core,death,s1dadage,s1dadage:w1 father age current/at death
HRS,core,death,s1dage_m,s1dage_m: age at death in months
HRS,core,death,s1dage_y,s1dage_y: age at death in years
HRS,core,death,s1ddate,s1ddate: s death date
HRS,core,death,s1dmonth,s1dmonth: s death month
HRS,core,death,s1dsrc,s1dsrc: s death date source
HRS,core,death,s1dtimtdth,s1dtimtdth: number of months from last core interview to death date
HRS,core,death,s1dyear,s1dyear: s death year
HRS,core,death,s1momage,s1momage:w1 mother age current/at death
HRS,core,death,s2dadage,s2dadage:w2 father age current/at death
HRS,core,death,s2dage_m,s2dage_m: age at death in months
HRS,core,death,s2dage_y,s2dage_y: age at death in years
HRS,core,death,s2ddate,s2ddate: s death date
HRS,core,death,s2dmonth,s2dmonth: s death month
HRS,core,death,s2dsrc,s2dsrc: s death date source
HRS,core,death,s2dtimtdth,s2dtimtdth: number of months from last core interview to death date
HRS,core,death,s2dyear,s2dyear: s death year
HRS,core,death,s2momage,s2momage:w2 mother age current/at death
HRS,core,death,s2penic1,s2penic1:w2 pen #1 continue after death
HRS,core,death,s2penic2,s2penic2:w2 pen #2 continue after death
HRS,core,death,s3dadage,s3dadage:w3 father age current/at death
HRS,core,death,s3dage_m,s3dage_m: age at death in months
HRS,core,death,s3dage_y,s3dage_y: age at death in years
HRS,core,death,s3ddate,s3ddate: s death date
HRS,core,death,s3deptho,s3deptho:w3 s thoughts about death
HRS,core,death,s3dmonth,s3dmonth: s death month
HRS,core,death,s3dsrc,s3dsrc: s death date source
HRS,core,death,s3dtimtdth,s3dtimtdth: number of months from last core interview to death date
HRS,core,death,s3dyear,s3dyear: s death year
HRS,core,death,s3momage,s3momage:w3 mother age current/at death
HRS,core,death,s3penic1,s3penic1:w3 pen #1 continue after death
HRS,core,death,s3penic2,s3penic2:w3 pen #2 continue after death
HRS,core,death,s4dadage,s4dadage:w4 father age current/at death
HRS,core,death,s4dage_m,s4dage_m: age at death in months
HRS,core,death,s4dage_y,s4dage_y: age at death in years
HRS,core,death,s4ddate,s4ddate: s death date
HRS,core,death,s4deptho,s4deptho:w4 s thoughts about death
HRS,core,death,s4dmonth,s4dmonth: s death month
HRS,core,death,s4dsrc,s4dsrc: s death date source
HRS,core,death,s4dtimtdth,s4dtimtdth: number of months from last core interview to death date
HRS,core,death,s4dyear,s4dyear: s death year
HRS,core,death,s4momage,s4momage:w4 mother age current/at death
HRS,core,death,s4penic1,s4penic1:w4 pen #1 continue after death
HRS,core,death,s4penic2,s4penic2:w4 pen #2 continue after death
HRS,core,death,s5dadage,s5dadage:w5 father age current/at death
HRS,core,death,s5dage_m,s5dage_m: age at death in months
HRS,core,death,s5dage_y,s5dage_y: age at death in years
HRS,core,death,s5ddate,s5ddate: s death date
HRS,core,death,s5deptho,s5deptho:w5 s thoughts about death
HRS,core,death,s5dmonth,s5dmonth: s death month
HRS,core,death,s5dsrc,s5dsrc: s death date source
HRS,core,death,s5dtimtdth,s5dtimtdth: number of months from last core interview to death date
HRS,core,death,s5dyear,s5dyear: s death year
HRS,core,death,s5momage,s5momage:w5 mother age current/at death
HRS,core,death,s5penic1,s5penic1:w5 pen #1 continue after death
HRS,core,death,s5penic2,s5penic2:w5 pen #2 continue after death
HRS,core,death,s6dadage,s6dadage:w6 father age current/at death
HRS,core,death,s6dage_m,s6dage_m: age at death in months
HRS,core,death,s6dage_y,s6dage_y: age at death in years
HRS,core,death,s6ddate,s6ddate: s death date
HRS,core,death,s6deptho,s6deptho:w6 s thoughts about death
HRS,core,death,s6dmonth,s6dmonth: s death month
HRS,core,death,s6dsrc,s6dsrc: s death date source
HRS,core,death,s6dtimtdth,s6dtimtdth: number of months from last core interview to death date
HRS,core,death,s6dyear,s6dyear: s death year
HRS,core,death,s6momage,s6momage:w6 mother age current/at death
HRS,core,death,s6penic1,s6penic1:w6 pen #1 continue after death
HRS,core,death,s6penic2,s6penic2:w6 pen #2 continue after death
HRS,core,death,s7dadage,s7dadage:w7 father age current/at death
HRS,core,death,s7dage_m,s7dage_m: age at death in months
HRS,core,death,s7dage_y,s7dage_y: age at death in years
HRS,core,death,s7ddate,s7ddate: s death date
HRS,core,death,s7deptho,s7deptho:w7 s thoughts about death
HRS,core,death,s7dmonth,s7dmonth: s death month
HRS,core,death,s7dsrc,s7dsrc: s death date source
HRS,core,death,s7dtimtdth,s7dtimtdth: number of months from last core interview to death date
HRS,core,death,s7dyear,s7dyear: s death year
HRS,core,death,s7momage,s7momage:w7 mother age current/at death
HRS,core,death,s7penic1,s7penic1:w7 pen #1 continue after death
HRS,core,death,s7penic2,s7penic2:w7 pen #2 continue after death
HRS,core,death,s8dadage,s8dadage:w8 father age current/at death
HRS,core,death,s8dage_m,s8dage_m: age at death in months
HRS,core,death,s8dage_y,s8dage_y: age at death in years
HRS,core,death,s8ddate,s8ddate: s death date
HRS,core,death,s8deptho,s8deptho:w8 s thoughts about death
HRS,core,death,s8dmonth,s8dmonth: s death month
HRS,core,death,s8dsrc,s8dsrc: s death date source
HRS,core,death,s8dtimtdth,s8dtimtdth: number of months from last core interview to death date
HRS,core,death,s8dyear,s8dyear: s death year
HRS,core,death,s8momage,s8momage:w8 mother age current/at death
HRS,core,death,s8penic1,s8penic1:w8 pen #1 continue after death
HRS,core,death,s8penic2,s8penic2:w8 pen #2 continue after death
HRS,core,death,s9dadage,s9dadage:w9 father age current/at death
HRS,core,death,s9dage_m,s9dage_m: age at death in months
HRS,core,death,s9dage_y,s9dage_y: age at death in years
HRS,core,death,s9ddate,s9ddate: s death date
HRS,core,death,s9deptho,s9deptho:w9 s thoughts about death
HRS,core,death,s9dmonth,s9dmonth: s death month
HRS,core,death,s9dsrc,s9dsrc: s death date source
HRS,core,death,s9dtimtdth,s9dtimtdth: number of months from last core interview to death date
HRS,core,death,s9dyear,s9dyear: s death year
HRS,core,death,s9momage,s9momage:w9 mother age current/at death
HRS,core,death,s9penic1,s9penic1:w9 pen #1 continue after death
HRS,core,death,s9penic2,s9penic2:w9 pen #2 continue after death
HRS,core,education,raeduc,raeduc: r education (categ)
HRS,core,education,raedyrs,raedyrs: r years of education
HRS,core,education,s10edyrs,s10edyrs: s years of education
HRS,core,education,s11edyrs,s11edyrs: s years of education
HRS,core,education,s12edyrs,s12edyrs: s years of education
HRS,core,education,s13edyrs,s13edyrs: s years of education
HRS,core,education,s14edyrs,s14edyrs: s years of education
HRS,core,education,s15edyrs,s15edyrs: s years of education
HRS,core,education,s16edyrs,s16edyrs: s years of education
HRS,core,education,s1edyrs,s1edyrs: s years of education
HRS,core,education,s2edyrs,s2edyrs: s years of education
HRS,core,education,s3edyrs,s3edyrs: s years of education
HRS,core,education,s4edyrs,s4edyrs: s years of education
HRS,core,education,s5edyrs,s5edyrs: s years of education
HRS,core,education,s6edyrs,s6edyrs: s years of education
HRS,core,education,s7edyrs,s7edyrs: s years of education
HRS,core,education,s8edyrs,s8edyrs: s years of education
HRS,core,education,s9edyrs,s9edyrs: s years of education
HRS,core,household_size,h10hhres,h10hhres:w10 number of people in hh
HRS,core,household_size,h11hhres,h11hhres:w11 number of people in hh
HRS,core,household_size,h12hhres,h12hhres:w12 number of people in hh
HRS,core,household_size,h13hhres,h13hhres:w13 number of people in hh
HRS,core,household_size,h14hhres,h14hhres:w14 number of people in hh
HRS,core,household_size,h15hhres,h15hhres:w15 number of people in hh
HRS,core,household_size,h16hhres,h16hhres:w16 number of people in hh
HRS,core,household_size,h1hhres,h1hhres:w1 number of people in hh
HRS,core,household_size,h2hhres,h2hhres:w2 number of people in hh
HRS,core,household_size,h3hhres,h3hhres:w3 number of people in hh
HRS,core,household_size,h4hhres,h4hhres:w4 number of people in hh
HRS,core,household_size,h5hhres,h5hhres:w5 number of people in hh
HRS,core,household_size,h6hhres,h6hhres:w6 number of people in hh
HRS,core,household_size,h7hhres,h7hhres:w7 number of people in hh
HRS,core,household_size,h8hhres,h8hhres:w8 number of people in hh
HRS,core,household_size,h9hhres,h9hhres:w9 number of people in hh
HRS,core,household_wealth,h10atotb,h10atotb:w10 total of all assets--cross-wave
HRS,core,household_wealth,h10atotw,h10atotw:w10 total wealth less ira--cross-wave
HRS,core,household_wealth,h11atotb,h11atotb:w11 total of all assets--cross-wave
HRS,core,household_wealth,h11atotw,h11atotw:w11 total wealth less ira--cross-wave
HRS,core,household_wealth,h12atotb,h12atotb:w12 total of all assets--cross-wave
HRS,core,household_wealth,h12atotw,h12atotw:w12 total wealth less ira--cross-wave
HRS,core,household_wealth,h13atotb,h13atotb:w13 total of all assets--cross-wave
HRS,core,household_wealth,h13atotw,h13atotw:w13 total wealth less ira--cross-wave
HRS,core,household_wealth,h14atotb,h14atotb:w14 total of all assets--cross-wave
HRS,core,household_wealth,h14atotw,h14atotw:w14 total wealth less ira--cross-wave
HRS,core,household_wealth,h15atotb,h15atotb:w15 total of all assets--cross-wave
HRS,core,household_wealth,h15atotw,h15atotw:w15 total wealth less ira--cross-wave
HRS,core,household_wealth,h16atotb,h16atotb:w16 total of all assets--cross-wave
HRS,core,household_wealth,h16atotw,h16atotw:w16 total wealth less ira--cross-wave
HRS,core,household_wealth,h1atotb,h1atotb:w1 total of all assets--cross-wave
HRS,core,household_wealth,h1atotw,h1atotw:w1 total wealth less ira--cross-wave
HRS,core,household_wealth,h2atotb,h2atotb:w2 total of all assets--cross-wave
HRS,core,household_wealth,h2atotw,h2atotw:w2 total wealth less ira--cross-wave
HRS,core,household_wealth,h3atotb,h3atotb:w3 total of all assets--cross-wave
HRS,core,household_wealth,h3atotw,h3atotw:w3 total wealth less ira--cross-wave
HRS,core,household_wealth,h4atotb,h4atotb:w4 total of all assets--cross-wave
HRS,core,household_wealth,h4atotw,h4atotw:w4 total wealth less ira--cross-wave
HRS,core,household_wealth,h5atotb,h5atotb:w5 total of all assets--cross-wave
HRS,core,household_wealth,h5atotw,h5atotw:w5 total wealth less ira--cross-wave
HRS,core,household_wealth,h6atotb,h6atotb:w6 total of all assets--cross-wave
HRS,core,household_wealth,h6atotw,h6atotw:w6 total wealth less ira--cross-wave
HRS,core,household_wealth,h7atotb,h7atotb:w7 total of all assets--cross-wave
HRS,core,household_wealth,h7atotw,h7atotw:w7 total wealth less ira--cross-wave
HRS,core,household_wealth,h8atotb,h8atotb:w8 total of all assets--cross-wave
HRS,core,household_wealth,h8atotw,h8atotw:w8 total wealth less ira--cross-wave
HRS,core,household_wealth,h9atotb,h9atotb:w9 total of all assets--cross-wave
HRS,core,household_wealth,h9atotw,h9atotw:w9 total wealth less ira--cross-wave
HRS,core,iadl_count,r10iadl5a,r10iadl5a:w10 any diff-sum of iadls /0-5
HRS,core,iadl_count,r11iadl5a,r11iadl5a:w11 any diff-sum of iadls /0-5
