cohort,wave,domain,canonical_item,canonical_token,source_variable,source_label,source_layer,independent_code,difficulty_code,missing_rule
HRS,11,ADL,Bathing or showering,batha,r11batha,"r11batha:w11 r any diff-bathing, shower",harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,ADL,Dressing,dressa,r11dressa,r11dressa:w11 r any diff-dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,ADL,Eating,eata,r11eata,r11eata:w11 r any diff-eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,ADL,Getting in or out of bed,beda,r11beda,r11beda:w11 r any diff-get in/out bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,ADL,Using the toilet,toilta,r11toilta,r11toilta:w11 r any diff-using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,IADL,Managing money,moneya,r11moneya,r11moneya:w11 r any diff-managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,IADL,Preparing a hot meal,mealsa,r11mealsa,r11mealsa:w11 r any diff-prepare hot meal,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,IADL,Shopping for groceries,shopa,r11shopa,r11shopa:w11 r any diff-shop for grocery,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,11,IADL,Taking medications,medsa,r11medsa,r11medsa:w11 r any diff-take medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,ADL,Bathing or showering,batha,r12batha,"r12batha:w12 r any diff-bathing, shower",harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,ADL,Dressing,dressa,r12dressa,r12dressa:w12 r any diff-dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,ADL,Eating,eata,r12eata,r12eata:w12 r any diff-eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,ADL,Getting in or out of bed,beda,r12beda,r12beda:w12 r any diff-get in/out bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,ADL,Using the toilet,toilta,r12toilta,r12toilta:w12 r any diff-using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,IADL,Managing money,moneya,r12moneya,r12moneya:w12 r any diff-managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,IADL,Preparing a hot meal,mealsa,r12mealsa,r12mealsa:w12 r any diff-prepare hot meal,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,IADL,Shopping for groceries,shopa,r12shopa,r12shopa:w12 r any diff-shop for grocery,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,12,IADL,Taking medications,medsa,r12medsa,r12medsa:w12 r any diff-take medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,ADL,Bathing or showering,batha,r13batha,"r13batha:w13 r any diff-bathing, shower",harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,ADL,Dressing,dressa,r13dressa,r13dressa:w13 r any diff-dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,ADL,Eating,eata,r13eata,r13eata:w13 r any diff-eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,ADL,Getting in or out of bed,beda,r13beda,r13beda:w13 r any diff-get in/out bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,ADL,Using the toilet,toilta,r13toilta,r13toilta:w13 r any diff-using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,IADL,Managing money,moneya,r13moneya,r13moneya:w13 r any diff-managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,IADL,Preparing a hot meal,mealsa,r13mealsa,r13mealsa:w13 r any diff-prepare hot meal,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,IADL,Shopping for groceries,shopa,r13shopa,r13shopa:w13 r any diff-shop for grocery,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,13,IADL,Taking medications,medsa,r13medsa,r13medsa:w13 r any diff-take medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,ADL,Bathing or showering,batha,r14batha,"r14batha:w14 r any diff-bathing, shower",harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,ADL,Dressing,dressa,r14dressa,r14dressa:w14 r any diff-dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,ADL,Eating,eata,r14eata,r14eata:w14 r any diff-eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,ADL,Getting in or out of bed,beda,r14beda,r14beda:w14 r any diff-get in/out bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,ADL,Using the toilet,toilta,r14toilta,r14toilta:w14 r any diff-using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,IADL,Managing money,moneya,r14moneya,r14moneya:w14 r any diff-managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,IADL,Preparing a hot meal,mealsa,r14mealsa,r14mealsa:w14 r any diff-prepare hot meal,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,IADL,Shopping for groceries,shopa,r14shopa,r14shopa:w14 r any diff-shop for grocery,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,14,IADL,Taking medications,medsa,r14medsa,r14medsa:w14 r any diff-take medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,ADL,Bathing or showering,batha,r15batha,"r15batha:w15 r any diff-bathing, shower",harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,ADL,Dressing,dressa,r15dressa,r15dressa:w15 r any diff-dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,ADL,Eating,eata,r15eata,r15eata:w15 r any diff-eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,ADL,Getting in or out of bed,beda,r15beda,r15beda:w15 r any diff-get in/out bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,ADL,Using the toilet,toilta,r15toilta,r15toilta:w15 r any diff-using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,IADL,Managing money,moneya,r15moneya,r15moneya:w15 r any diff-managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,IADL,Preparing a hot meal,mealsa,r15mealsa,r15mealsa:w15 r any diff-prepare hot meal,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,IADL,Shopping for groceries,shopa,r15shopa,r15shopa:w15 r any diff-shop for grocery,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,15,IADL,Taking medications,medsa,r15medsa,r15medsa:w15 r any diff-take medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,ADL,Bathing or showering,batha,r16batha,"r16batha:w16 r any diff-bathing, shower",harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,ADL,Dressing,dressa,r16dressa,r16dressa:w16 r any diff-dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,ADL,Eating,eata,r16eata,r16eata:w16 r any diff-eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,ADL,Getting in or out of bed,beda,r16beda,r16beda:w16 r any diff-get in/out bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,ADL,Using the toilet,toilta,r16toilta,r16toilta:w16 r any diff-using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,IADL,Managing money,moneya,r16moneya,r16moneya:w16 r any diff-managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,IADL,Preparing a hot meal,mealsa,r16mealsa,r16mealsa:w16 r any diff-prepare hot meal,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,IADL,Shopping for groceries,shopa,r16shopa,r16shopa:w16 r any diff-shop for grocery,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
HRS,16,IADL,Taking medications,medsa,r16medsa,r16medsa:w16 r any diff-take medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,ADL,Bathing or showering,batha,r1batha,r1batha: w1 R Some difficulty-Bathing or showering,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,ADL,Dressing,dressa,r1dressa,r1dressa: w1 R Some difficulty-Dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,ADL,Eating,eata,r1eata,r1eata: w1 R Some difficulty-Eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,ADL,Getting in or out of bed,beda,r1beda,r1beda: w1 R Some difficulty-Getting in/out of bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,ADL,Using the toilet,toilta,r1toilta,r1toilta: w1 R Some difficulty-Using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,IADL,Managing money,moneya,r1moneya,r1moneya: w1 R Some difficulty-Managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,IADL,Preparing a hot meal,mealsa,r1mealsa,r1mealsa: w1 R Some difficulty-Preparing hot meals,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,IADL,Shopping for groceries,shopa,r1shopa,r1shopa: w1 R Some difficulty-Shopping for groceries,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,1,IADL,Taking medications,medsa,r1medsa,r1medsa: w1 R Some difficulty-Taking medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,ADL,Bathing or showering,batha,r2batha,r2batha: w2 R Some difficulty-Bathing or showering,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,ADL,Dressing,dressa,r2dressa,r2dressa: w2 R Some difficulty-Dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,ADL,Eating,eata,r2eata,r2eata: w2 R Some difficulty-Eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,ADL,Getting in or out of bed,beda,r2beda,r2beda: w2 R Some difficulty-Getting in/out of bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,ADL,Using the toilet,toilta,r2toilta,r2toilta: w2 R Some difficulty-Using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,IADL,Managing money,moneya,r2moneya,r2moneya: w2 R Some difficulty-Managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,IADL,Preparing a hot meal,mealsa,r2mealsa,r2mealsa: w2 R Some difficulty-Preparing hot meals,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,IADL,Shopping for groceries,shopa,r2shopa,r2shopa: w2 R Some difficulty-Shopping for groceries,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,2,IADL,Taking medications,medsa,r2medsa,r2medsa: w2 R Some difficulty-Taking medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,ADL,Bathing or showering,batha,r3batha,r3batha: w3 R Some difficulty-Bathing or showering,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,ADL,Dressing,dressa,r3dressa,r3dressa: w3 R Some difficulty-Dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,ADL,Eating,eata,r3eata,r3eata: w3 R Some difficulty-Eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,ADL,Getting in or out of bed,beda,r3beda,r3beda: w3 R Some difficulty-Getting in/out of bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,ADL,Using the toilet,toilta,r3toilta,r3toilta: w3 R Some difficulty-Using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,IADL,Managing money,moneya,r3moneya,r3moneya: w3 R Some difficulty-Managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,IADL,Preparing a hot meal,mealsa,r3mealsa,r3mealsa: w3 R Some difficulty-Preparing hot meals,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,IADL,Shopping for groceries,shopa,r3shopa,r3shopa: w3 R Some difficulty-Shopping for groceries,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,3,IADL,Taking medications,medsa,r3medsa,r3medsa: w3 R Some difficulty-Taking medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,ADL,Bathing or showering,batha,r4batha,r4batha: w4 R Some difficulty-Bathing or showering,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,ADL,Dressing,dressa,r4dressa,r4dressa: w4 R Some difficulty-Dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,ADL,Eating,eata,r4eata,r4eata: w4 R Some difficulty-Eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,ADL,Getting in or out of bed,beda,r4beda,r4beda: w4 R Some difficulty-Getting in/out of bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,ADL,Using the toilet,toilta,r4toilta,r4toilta: w4 R Some difficulty-Using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,IADL,Managing money,moneya,r4moneya,r4moneya: w4 R Some difficulty-Managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,IADL,Preparing a hot meal,mealsa,r4mealsa,r4mealsa: w4 R Some difficulty-Preparing hot meals,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,IADL,Shopping for groceries,shopa,r4shopa,r4shopa: w4 R Some difficulty-Shopping for groceries,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,4,IADL,Taking medications,medsa,r4medsa,r4medsa: w4 R Some difficulty-Taking medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,ADL,Bathing or showering,batha,r5batha,r5batha: w5 R Some difficulty-Bathing or showering,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,ADL,Dressing,dressa,r5dressa,r5dressa: w5 R Some difficulty-Dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,ADL,Eating,eata,r5eata,r5eata: w5 R Some difficulty-Eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,ADL,Getting in or out of bed,beda,r5beda,r5beda: w5 R Some difficulty-Getting in/out of bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,ADL,Using the toilet,toilta,r5toilta,r5toilta: w5 R Some difficulty-Using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,IADL,Managing money,moneya,r5moneya,r5moneya: w5 R Some difficulty-Managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,IADL,Preparing a hot meal,mealsa,r5mealsa,r5mealsa: w5 R Some difficulty-Preparing hot meals,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,IADL,Shopping for groceries,shopa,r5shopa,r5shopa: w5 R Some difficulty-Shopping for groceries,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,5,IADL,Taking medications,medsa,r5medsa,r5medsa: w5 R Some difficulty-Taking medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,ADL,Bathing or showering,batha,r6batha,r6batha: w6 R Some difficulty-Bathing or showering,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,ADL,Dressing,dressa,r6dressa,r6dressa: w6 R Some difficulty-Dressing,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,ADL,Eating,eata,r6eata,r6eata: w6 R Some difficulty-Eating,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,ADL,Getting in or out of bed,beda,r6beda,r6beda: w6 R Some difficulty-Getting in/out of bed,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,ADL,Using the toilet,toilta,r6toilta,r6toilta: w6 R Some difficulty-Using the toilet,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,IADL,Managing money,moneya,r6moneya,r6moneya: w6 R Some difficulty-Managing money,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,IADL,Preparing a hot meal,mealsa,r6mealsa,r6mealsa: w6 R Some difficulty-Preparing hot meals,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,IADL,Shopping for groceries,shopa,r6shopa,r6shopa: w6 R Some difficulty-Shopping for groceries,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
MHAS,6,IADL,Taking medications,medsa,r6medsa,r6medsa: w6 R Some difficulty-Taking medications,harmonized cohort file,0 (No difficulty),1 (Any difficulty),Special missing/refusal/don't know/skip values are missing; state missing if any required item is unresolved unless a validated complete count yields the same classification
